1 1 3.630529571426824 0.8989686381814166 0.8572862304295291
2 1 1.7481880270062005 0.011786992212165611 0.00404332129963896
3 1 1.3222192947339193 0.004420122079562105 0.0008380222674488175
4 1 1.2304489213782739 0.003578194064407418 0.00492896491736721
5 1 1.4913616938342726 0.00652494211744882 0.008024851151954232
6 1 2.0170333392987803 0.02189012839402185 0.008320665653252193
7 1 0.3010299956639812 0.0004209640075773433 0.005115089514065188
8 1 2.173186268412274 0.031361818564512076 0.03207750269106497
9 1 1.0 0.002104820037886716 0.00047696270151673917
10 1 1.3222192947339193 0.004420122079562105 0.04216867469878671
11 1 0.9030899869919435 0.0016838560303093731 0.0030030030030028902
12 1 1.6232492903979006 0.00884024415912421 0.001401074156853583
13 1 1.2787536009528289 0.003999158071984761 0.006101477199742899
1 2 2.342422680822206 0.013970027940055791 0.044158972300280125
2 2 4.1176026916900845 0.8324866649733247 0.9465703971119065
3 2 1.7242758696007892 0.0033655067310134406 0.0021150085797517777
4 2 1.041392685158225 0.0006985013970027896 0.0031893302406493713
5 2 1.8260748027008264 0.004254508509016991 0.017344033134868823
6 2 2.575187844927661 0.023876047752095352 0.030082406592527162
7 2 0.6989700043360189 0.000317500635001268 0.01278772378516297
8 2 3.2329961103921536 0.10858521717043365 0.36813778256188656
9 2 1.6434526764861874 0.0027940055880111584 0.002098635886673652
10 2 1.0 0.000635001270002536 0.02008032128513653
11 2 0.9542425094393249 0.0005715011430022824 0.0033783783783782515
12 2 2.037426497940624 0.006921513843027642 0.0036361210261200132
13 2 1.380211241711606 0.0015240030480060864 0.007707129094412084
1 3 1.3010299956639813 0.000771902740254725 0.004014452027298193
2 3 1.6532125137753437 0.0017367811655731311 0.003249097472924164
3 3 4.381512174732024 0.929062138170587 0.9606129534299016
4 3 1.8129133566428555 0.002508683905827856 0.01884604233110992
5 3 2.12057393120585 0.005094558085681185 0.034170333937353504
6 3 2.94546858513182 0.03404091084523337 0.07056564525161957
7 3 0.6989700043360189 0.00019297568506368125 0.01278772378516297
8 3 1.8750612633917 0.0028946352759552187 0.01614639397201257
9 3 2.075546961392531 0.004592821304515614 0.005675856148049196
10 3 0.6020599913279624 0.000154380548050945 0.008032128514054613
11 3 0.9030899869919435 0.00030876109610189 0.0030030030030028902
12 3 2.503790683057181 0.012311848707062863 0.01064149181038793
13 3 2.214843848047698 0.006329602470088745 0.05266538214514924
1 4 1.2787536009528289 0.008282476024411147 0.0038137294259332835
2 4 1.041392685158225 0.004795117698343295 0.0007942238267147957
3 4 1.7160033436347992 0.022667829119441034 0.00207510275749231
4 4 3.0666985504229953 0.5082824760243894 0.33806900550883334
5 4 1.0791812460476249 0.005231037489101777 0.003106393994304864
6 4 1.792391689498254 0.02702702702702585 0.0049603968317465
7 4 0.0 0.0004359197907584814 0.002557544757032594
8 4 1.7781512503836436 0.026155187445508887 0.012917115177610055
9 4 1.8976270912904414 0.034437663469920034 0.0037680053419822395
10 4 1.5563025007672873 0.015693112467305332 0.0722891566264915
11 4 1.0 0.004359197907584814 0.0037537537537536128
12 4 2.847572659142112 0.3068875326939709 0.023484671581545775
13 4 1.9138138523837167 0.03574542284219548 0.02633269107257462
1 5 0.47712125471966244 0.012448132780077822 0.000602167804094729
2 5 0.0 0.004149377593359274 7.220216606498143e-05
3 5 0.6020599913279624 0.016597510373437097 0.00015962328903787
4 5 0.47712125471966244 0.012448132780077822 0.0008698173383589194
5 5 1.8573324964312685 0.29875518672186774 0.018638363965829182
6 5 1.462397997898956 0.12033195020741895 0.002320185614849169
7 5 0.0 0.004149377593359274 0.002557544757032594
8 5 0.3010299956639812 0.008298755186718548 0.00043057050592033516
9 5 1.8573324964312685 0.29875518672186774 0.003434131450920522
10 5 -inf 0.0 0.0
11 5 0.0 0.004149377593359274 0.0003753753753753613
12 5 1.7075701760979363 0.211618257261323 0.0017013043333222082
13 5 0.3010299956639812 0.008298755186718548 0.0006422607578676736
1 6 1.8260748027008264 0.005471174260983133 0.013448414291448947
2 6 2.311753861055754 0.016740160052261827 0.014801444043321193
3 6 2.622214022966295 0.03421525396047661 0.01672053952671688
4 6 1.9731278535996986 0.007675975828842008 0.02725427660191281
5 6 3.0253058652647704 0.08655887636779286 0.2743981361635963
6 6 3.782830805202592 0.4952637595949657 0.4852388191055246
7 6 2.0211892990699383 0.008574228319451179 0.2685421994884224
8 6 2.0043213737826426 0.008247591050138753 0.021743810548976925
9 6 3.2474822606770544 0.14437367303609225 0.08432700562815948
10 6 1.1139433523068367 0.001061571125265384 0.02610441767067749
11 6 1.6434526764861874 0.0035930099624366845 0.016516516516515898
12 6 3.307709923404807 0.16585007349338424 0.0677519431564197
13 6 2.437750562820388 0.022374652947901173 0.08798972382787129
1 7 0.0 0.008196721311468692 0.00020072260136490966
2 7 -inf 0.0 0.0
3 7 0.0 0.008196721311468692 3.99058222594675e-05
4 7 0.6020599913279624 0.03278688524587477 0.0011597564511452258
5 7 0.47712125471966244 0.02459016393440607 0.000776598498576216
6 7 1.4771212547196624 0.24590163934406073 0.0024001920153612095
7 7 1.414973347970818 0.21311475409818598 0.06649616368284744
8 7 0.0 0.008196721311468692 0.00021528525296016758
9 7 1.3617278360175928 0.1885245901637799 0.0010970142134885
10 7 -inf 0.0 0.0
