,Unnamed: 0,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,doa,label,id,t
0,20180102T102421_20180102T102420_T32UPA,0.6321868932038835,0.003741909385113268,0.37677491909385125,0.29401682847896443,0.6138289644012944,0.5426980582524271,0.619354207119741,0.6441964401294495,0.6670485436893203,0.6889540453074434,0.6582276699029125,0.708064077669903,0.2697466019417476,0.0,0.0,1024.0,2018-01-02,590,77770412,0.005479452054794521
1,20180107T102359_20180107T102401_T32UPA,0.48861003236245953,0.041347087378640776,0.2977169902912621,0.2346878640776699,0.4478566343042072,0.37896909385113264,0.4032412621359225,0.4030546925566343,0.41545954692556625,0.43095954692556626,0.40066796116504855,0.43227006472491913,0.15805469255663432,0.0,0.0,1024.0,2018-01-07,590,77770412,0.019178082191780823
2,20180112T102401_20180112T102630_T32UPA,0.5280849514563108,0.008328155339805826,0.33065113268608415,0.2376131067961165,0.5016815533980583,0.4185760517799353,0.44113122977346286,0.44500873786407774,0.44859288025889965,0.45877750809061485,0.47229530744336573,0.46289724919093844,0.2023355987055016,0.0,0.0,1024.0,2018-01-12,590,77770412,0.03287671232876712
3,20180117T102339_20180117T102341_T32UPA,0.7341966019417476,0.13362135922330096,0.3980218446601941,0.33338106796116507,0.6910658576051779,0.6004922330097087,0.6769218446601943,0.7085399676375401,0.7253281553398055,0.7422880258899677,0.7079294498381874,0.7549407766990291,0.4708574433656958,0.0,0.0,1024.0,2018-01-17,590,77770412,0.04657534246575343
4,20180122T102321_20180122T102323_T32UPA,0.5860127831715211,0.048927993527508096,0.2140262135922331,0.16497265372168285,0.5400210355987055,0.4668466019417475,0.5015928802588997,0.5070923948220065,0.5220033980582524,0.5361503236245955,0.4975008090614887,0.5431828478964401,0.24328996763754046,0.0,0.0,1024.0,2018-01-22,590,77770412,0.06027397260273973
5,20180127T102259_20180127T102314_T32UPA,0.4554038834951456,0.0029211974110032357,0.48866391585760516,0.42469676375404525,0.4500063106796116,0.4023533980582524,0.44568867313915855,0.4594004854368931,0.4872252427184465,0.5052606796116506,0.5103097087378641,0.5227626213592234,0.2146878640776699,0.0,0.0,1024.0,2018-01-27,590,77770412,0.07397260273972603
6,20180201T102241_20180201T102237_T32UPA,0.7030697411003236,0.30921909385113266,0.31630275080906145,0.34011423948220065,0.6777381877022653,0.5994521035598704,0.6504810679611651,0.6818831715210357,0.6938582524271845,0.7071294498381876,0.70755857605178,0.7099977346278316,0.6044889967637541,0.0,0.0,1024.0,2018-02-01,590,77770412,0.08767123287671233
7,20180206T102209_20180206T102206_T32UPA,0.33695032362459537,0.04482653721682848,0.2303639158576052,0.2402496763754045,0.2944380258899676,0.25698996763754045,0.2737830097087378,0.29554563106796117,0.3352385113268608,0.35298139158576053,0.3287029126213592,0.36870404530744333,0.21422605177993534,0.0,0.0,1024.0,2018-02-06,590,77770412,0.10136986301369863
8,20180211T102141_20180211T102559_T32UPA,0.5278498381877023,0.003427022653721683,0.192834142394822,0.15556747572815538,0.4906788025889969,0.4280551779935276,0.4629051779935276,0.47686860841423945,0.4963605177993527,0.5145637540453073,0.48298980582524265,0.5256915857605179,0.20681310679611647,0.0,0.0,1024.0,2018-02-11,590,77770412,0.11506849315068493
9,20180216T102059_20180216T102601_T32UPA,0.5211745954692557,0.0034490291262135936,0.45836618122977335,0.3816161812297734,0.5111847896440128,0.45880388349514556,0.5051076051779936,0.5199975728155338,0.5415626213592234,0.5604639158576051,0.5450716828478963,0.5752215210355988,0.2451854368932039,0.0,0.0,1024.0,2018-02-16,590,77770412,0.12876712328767123
10,20180221T102031_20180221T102033_T32UPA,0.19311197411003234,0.001812297734627832,0.07078737864077668,0.0526453074433657,0.17574449838187697,0.14554077669902912,0.1403911003236246,0.1494179611650485,0.16449061488673142,0.1711956310679611,0.1633398058252427,0.16943155339805827,0.09723559870550161,0.0,0.0,0.0,2018-02-21,590,77770412,0.14246575342465753
11,20180226T102019_20180226T102050_T32UPA,0.4519951456310679,0.10701504854368935,0.7051483818770227,0.634415857605178,0.4650423948220064,0.43313203883495144,0.503238996763754,0.5479380258899675,0.5938229773462782,0.6155037216828478,0.6298260517799351,0.6519826860841424,0.49291294498381877,0.0,0.0,1024.0,2018-02-26,590,77770412,0.15616438356164383
12,20180303T102021_20180303T102019_T32UPA,0.7004493527508091,0.003994174757281554,0.5195448220064725,0.3981689320388349,0.6719797734627831,0.6017812297734628,0.664638996763754,0.6859868932038834,0.7071867313915856,0.7272427184466018,0.690546925566343,0.7387561488673139,0.33423446601941736,0.0,0.0,1024.0,2018-03-03,590,77770412,0.16986301369863013
13,20180308T102019_20180308T102241_T32UPA,0.20389692556634303,0.0023969255663430413,0.143378640776699,0.11688689320388347,0.14125695792880255,0.11178478964401294,0.11254336569579285,0.12432540453074432,0.1465967637540453,0.16527233009708736,0.13373268608414235,0.18006278317152105,0.0841933656957929,0.0,0.0,1024.0,2018-03-08,590,77770412,0.18356164383561643
14,20180313T102021_20180313T102540_T32UPA,0.6040540453074433,0.0065567961165048545,0.22062702265372172,0.19015016181229774,0.575792071197411,0.511481715210356,0.5390542071197411,0.5433813915857605,0.5516901294498383,0.5664218446601941,0.5470501618122975,0.5676223300970873,0.22701715210355983,0.0,0.0,1024.0,2018-03-13,590,77770412,0.19726027397260273
15,20180318T102019_20180318T102016_T32UPA,0.5344771844660193,0.06859223300970875,0.17660631067961158,0.16219093851132685,0.5225962783171523,0.47245533980582505,0.5065061488673139,0.5222069579288027,0.549284627831715,0.5657922330097087,0.5508446601941748,0.5775375404530744,0.2981208737864077,0.0,0.0,1024.0,2018-03-18,590,77770412,0.21095890410958903
16,20180323T102021_20180323T102021_T32UPA,0.631784142394822,0.02025533980582524,0.5283257281553398,0.44655177993527506,0.6012338187702265,0.5505331715210355,0.593038996763754,0.60855,0.6218211974110032,0.6378242718446602,0.6248388349514562,0.6504582524271845,0.36973948220064723,0.0,0.0,1024.0,2018-03-23,590,77770412,0.22465753424657534
17,20180328T102019_20180328T102018_T32UPA,0.7483533980582524,0.027216666666666663,0.4538019417475728,0.3219909385113268,0.7434521035598703,0.6820991909385112,0.7293765372168283,0.7269718446601939,0.7386925566343041,0.761546278317152,0.7447454692556635,0.7685331715210356,0.31152637540453065,0.0,0.0,1024.0,2018-03-28,590,77770412,0.23835616438356164
18,20180402T102021_20180402T102435_T32UPA,0.18890938511326857,0.0015058252427184468,0.14905954692556633,0.11361682847896441,0.14092588996763755,0.11882055016181231,0.11831084142394821,0.13057071197411005,0.15595873786407768,0.17154061488673136,0.14642362459546923,0.18508802588996767,0.07985485436893203,0.0,0.0,0.0,2018-04-02,590,77770412,0.25205479452054796
19,20180407T102019_20180407T102020_T32UPA,0.12318446601941746,0.004366828478964402,0.18601779935275078,0.1544537216828479,0.10209919093851133,0.09723737864077671,0.10843608414239482,0.1246019417475728,0.14299530744336567,0.15277362459546923,0.1492266990291262,0.16347281553398058,0.1065252427184466,0.0,0.0,0.0,2018-04-07,590,77770412,0.26575342465753427
20,20180412T102021_20180412T102024_T32UPA,0.12805954692556634,0.008171521035598704,0.13481844660194178,0.09830080906148864,0.10492346278317151,0.09104724919093851,0.09256262135922329,0.10484288025889967,0.12668754045307445,0.1396187702265372,0.1351294498381877,0.14717313915857605,0.06133996763754045,0.0,0.0,0.0,2018-04-12,590,77770412,0.27945205479452057
21,20180417T102019_20180417T102021_T32UPA,0.6056504854368931,0.06466666666666666,0.638271359223301,0.5564944983818769,0.5944008090614887,0.5785275080906147,0.6245313915857605,0.6470873786407766,0.6734734627831716,0.6910009708737863,0.6731255663430421,0.7073474110032364,0.47656003236245953,0.0,0.0,1024.0,2018-04-17,590,77770412,0.29315068493150687
22,20180422T102031_20180422T102115_T32UPA,0.8319343042071196,0.04647411003236245,0.7409826860841425,0.5579323624595469,0.8400059870550161,0.8258610032362458,0.9060291262135926,0.9285221682847894,0.9557412621359225,0.980052427184466,0.9664820388349512,0.9974088996763752,0.627108414239482,0.0,0.0,1024.0,2018-04-22,590,77770412,0.30684931506849317
23,20180427T102019_20180427T102022_T32UPA,0.13167119741100322,0.00963948220064725,0.20268608414239483,0.1564275080906149,0.12253495145631066,0.12440711974110037,0.13140177993527508,0.15600339805825245,0.20366051779935276,0.22269352750809054,0.21624061488673138,0.2370186084142395,0.09849126213592234,0.0,0.0,0.0,2018-04-27,590,77770412,0.32054794520547947
24,20180502T102031_20180502T102434_T32UPA,0.17697750809061485,0.013373462783171522,0.2233017799352751,0.16984207119741096,0.17035970873786407,0.17119789644012942,0.1747354368932039,0.20707734627831711,0.2954033980582524,0.3366584142394822,0.3197478964401294,0.35458203883495143,0.11519466019417476,0.0,0.0,2048.0,2018-05-02,590,77770412,0.33424657534246577
25,20180507T102019_20180507T102648_T32UPA,0.12482977346278315,0.0013870550161812296,0.2520970873786408,0.19937847896440128,0.12766812297734625,0.13830663430420712,0.154607281553398,0.1854443365695793,0.2482119741100323,0.2725797734627831,0.26471618122977353,0.28519012944983807,0.1202229773462783,0.0,0.0,0.0,2018-05-07,590,77770412,0.34794520547945207
26,20180512T102031_20180512T102148_T32UPA,0.13231035598705498,0.0012367313915857606,0.2102262135922329,0.15471165048543686,0.11476084142394821,0.11721796116504857,0.11548576051779935,0.14823656957928802,0.2242364077669903,0.25401521035598706,0.24445177993527506,0.27747750809061494,0.08161245954692557,0.0,0.0,0.0,2018-05-12,590,77770412,0.36164383561643837
27,20180517T102019_20180517T102209_T32UPA,0.36424741100323615,0.01667411003236246,0.2878542071197411,0.2251694174757281,0.3273862459546925,0.2993891585760517,0.2991169902912621,0.3114451456310679,0.38228689320388337,0.42820453074433645,0.4053733009708738,0.44275711974110027,0.15372022653721687,0.0,0.0,1024.0,2018-05-17,590,77770412,0.37534246575342467
28,20180522T102031_20180522T102025_T32UPA,0.1345514563106796,0.005879288025889965,0.21086132686084147,0.16409514563106797,0.12308640776699029,0.12318171521035595,0.12754579288025888,0.15630097087378642,0.24518834951456306,0.2874635922330097,0.2754059870550161,0.30640242718446603,0.10213656957928803,0.0,0.0,0.0,2018-05-22,590,77770412,0.38904109589041097
29,20180601T102021_20180601T102024_T32UPA,0.19581521035598706,0.0013715210355987053,0.23240242718446605,0.1610482200647249,0.15883317152103563,0.1525069579288026,0.14511391585760516,0.17744676375404528,0.27899773462783173,0.3440784789644013,0.3093723300970873,0.36888446601941743,0.08164692556634302,0.0,0.0,1024.0,2018-06-01,590,77770412,0.41643835616438357
