,Unnamed: 0,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,doa,label,id,t
30,20180606T102019_20180606T102512_T32UPA,0.1355490291262136,0.000992233009708738,0.24476375404530737,0.1891092233009709,0.1216757281553398,0.12076326860841426,0.12413252427184467,0.15555113268608411,0.245188996763754,0.2964807443365695,0.28351974110032363,0.3174783171521036,0.07593203883495145,0.0,0.0,0.0,2018-06-06,590,77770412,0.4301369863013699
31,20180611T102021_20180611T102634_T32UPA,1.0439555016181228,0.590084789644013,0.2655237864077669,0.3148768608414239,1.0216577669902913,0.9821441747572813,1.0313938511326861,1.0548621359223302,1.0562763754045308,1.0570215210355989,1.0519061488673138,1.0438043689320389,0.9868435275080906,0.0,0.0,1024.0,2018-06-11,590,77770412,0.4438356164383562
32,20180616T102019_20180616T102021_T32UPA,0.17331294498381877,0.0031805825242718438,0.18104061488673134,0.11625598705501614,0.14234967637540452,0.12690145631067962,0.1079912621359223,0.13844368932038834,0.22835339805825244,0.27544239482200644,0.2724891585760517,0.2946747572815534,0.09176278317152105,0.0,0.0,1024.0,2018-06-16,590,77770412,0.4575342465753425
33,20180621T102021_20180621T102316_T32UPA,0.18308996763754048,0.04191666666666666,0.18157750809061485,0.1307071197411003,0.16967508090614886,0.16049482200647247,0.14789676375404529,0.17975436893203878,0.27629546925566334,0.3220161812297734,0.3158016181229773,0.3433922330097088,0.14179417475728148,0.0,0.0,2048.0,2018-06-21,590,77770412,0.4712328767123288
34,20180626T102019_20180626T102626_T32UPA,0.8515705501618123,0.0027941747572815534,0.5658747572815533,0.3777021035598705,0.8473786407766991,0.8053152103559871,0.851670064724919,0.8474521035598706,0.8624606796116503,0.8957603559870552,0.8583857605177991,0.9073830097087375,0.33737977346278325,0.0,0.0,1024.0,2018-06-26,590,77770412,0.4849315068493151
35,20180701T102021_20180701T102404_T32UPA,0.11489029126213589,0.0011792880258899678,0.21533462783171523,0.14930841423948218,0.10489482200647247,0.11119482200647252,0.1018964401294498,0.15238608414239485,0.2705349514563107,0.3069935275080906,0.29667718446601943,0.3368396440129449,0.12490728155339806,0.0,0.0,0.0,2018-07-01,590,77770412,0.4986301369863014
36,20180706T102019_20180706T102022_T32UPA,0.2370035598705501,0.017558899676375406,0.27848867313915854,0.2017485436893204,0.22414951456310683,0.21070258899676375,0.20136585760517803,0.22853932038834948,0.3264101941747573,0.3794088996763755,0.3761556634304208,0.41351100323624607,0.13149692556634301,0.0,0.0,0.0,2018-07-06,590,77770412,0.5123287671232877
37,20180711T102021_20180711T102024_T32UPA,0.6376582524271845,0.01254029126213592,0.5326564724919095,0.42108592233009706,0.6156592233009708,0.5872126213592233,0.6317542071197408,0.6507100323624594,0.6811613268608413,0.7097412621359223,0.6855694174757281,0.7253488673139157,0.3931509708737863,0.0,0.0,1024.0,2018-07-11,590,77770412,0.5260273972602739
38,20180716T102019_20180716T102549_T32UPA,0.2241966019417476,0.010130906148867315,0.27882621359223303,0.20361423948220067,0.19646634304207122,0.1898393203883495,0.1979046925566343,0.21936877022653722,0.2953608414239482,0.3390265372168284,0.32461440129449837,0.3719388349514563,0.12122281553398055,0.0,0.0,0.0,2018-07-16,590,77770412,0.5397260273972603
39,20180721T102021_20180721T102024_T32UPA,0.8743092233009708,0.28589012944983805,0.22701084142394823,0.26287346278317153,0.8553522653721681,0.803330906148867,0.8430820388349514,0.8505440129449838,0.8557482200647248,0.8725351132686083,0.8589864077669903,0.8709360841423947,0.6501915857605179,0.0,0.0,1024.0,2018-07-21,590,77770412,0.5534246575342465
40,20180726T102019_20180726T102150_T32UPA,0.12404385113268605,0.0008419093851132688,0.19757653721682847,0.1298236245954692,0.10153122977346278,0.09712750809061488,0.09204595469255661,0.11883754045307444,0.22793721682847892,0.2737616504854369,0.25457411003236247,0.29749158576051776,0.06123770226537217,0.0,0.0,0.0,2018-07-26,590,77770412,0.5671232876712329
41,20180731T102021_20180731T102024_T32UPA,0.1331496763754045,0.0011289644012944986,0.20423673139158574,0.13308495145631066,0.1082613268608414,0.1030618122977346,0.09945420711974108,0.12350355987055016,0.21286618122977344,0.2541512944983819,0.2355527508090615,0.27819724919093847,0.055517637540453066,0.0,0.0,0.0,2018-07-31,590,77770412,0.5808219178082191
42,20180805T102019_20180805T102019_T32UPA,0.7687270226537216,0.014120064724919095,0.6142781553398058,0.4278555016181229,0.809438996763754,0.7829182847896441,0.8360729773462783,0.8370681229773463,0.8516530744336569,0.873115857605178,0.881970550161812,0.8876296116504855,0.4317144012944984,0.0,0.0,1024.0,2018-08-05,590,77770412,0.5945205479452055
43,20180810T102021_20180810T102023_T32UPA,0.5080681229773464,0.027597411003236243,0.43756116504854353,0.31257362459546917,0.5089906148867315,0.4921135922330096,0.5081004854368931,0.5202364077669903,0.5491964401294498,0.575081715210356,0.5932394822006472,0.5933333333333333,0.3688352750809062,0.0,0.0,1024.0,2018-08-10,590,77770412,0.6082191780821918
44,20180815T102019_20180815T102017_T32UPA,0.26183122977346274,0.002492233009708737,0.32369158576051776,0.23701763754045307,0.24334886731391586,0.22361990291262132,0.22865016181229772,0.24463867313915855,0.30785404530744337,0.3499398058252427,0.3396648867313915,0.3829208737864077,0.09993899676375405,0.0,0.0,0.0,2018-08-15,590,77770412,0.6219178082191781
45,20180820T102021_20180820T102358_T32UPA,0.1348101941747573,0.0011710355987055016,0.2015592233009709,0.13855226537216828,0.11084838187702264,0.10272669902912622,0.10567799352750809,0.1210300970873786,0.17168058252427187,0.20193543689320387,0.19128074433656964,0.22300113268608418,0.04528268608414239,0.0,0.0,0.0,2018-08-20,590,77770412,0.6356164383561644
46,20180825T102019_20180825T102015_T32UPA,0.7283017799352751,0.13352847896440131,0.3606032362459547,0.33906860841423947,0.7211888349514562,0.6804998381877022,0.7249618122977345,0.7355713592233009,0.7521946601941747,0.7717080906148864,0.7437367313915858,0.7787898058252426,0.4594318770226536,0.0,0.0,1024.0,2018-08-25,590,77770412,0.6493150684931507
47,20180830T102021_20180830T102524_T32UPA,0.9158894822006473,0.02608932038834952,0.5411576051779936,0.40489288025889975,0.8997105177993525,0.848837702265372,0.8974111650485437,0.8922953074433656,0.9043195792880261,0.931738996763754,0.8902179611650485,0.938118932038835,0.41345614886731386,0.0,0.0,1024.0,2018-08-30,590,77770412,0.663013698630137
48,20180904T102019_20180904T102014_T32UPA,0.14822799352750807,0.0009425566343042074,0.156102427184466,0.10454611650485438,0.1169046925566343,0.09892864077669901,0.09132588996763753,0.10346375404530743,0.1423692556634304,0.1658720064724919,0.15232718446601942,0.18136359223300969,0.03322394822006473,0.0,0.0,0.0,2018-09-04,590,77770412,0.6767123287671233
49,20180909T102021_20180909T102205_T32UPA,0.13908300970873785,0.004478640776699029,0.1693532362459547,0.1269744336569579,0.11198058252427184,0.10020776699029126,0.09675210355987054,0.11134757281553398,0.15548155339805828,0.17820647249190938,0.17130533980582527,0.19191796116504847,0.061486407766990284,0.0,0.0,2048.0,2018-09-09,590,77770412,0.6904109589041096
50,20180914T102019_20180914T102014_T32UPA,0.21294741100323622,0.00152378640776699,0.13704368932038832,0.10128333333333335,0.14798122977346276,0.12117864077669901,0.10782184466019419,0.11103705501618125,0.14118721682847896,0.1580529126213592,0.14820485436893205,0.1677702265372168,0.05812249190938512,0.0,0.0,997.4886731391588,2018-09-14,590,77770412,0.7041095890410959
51,20180919T102021_20180919T102018_T32UPA,0.13833624595469254,0.0009000000000000001,0.17480598705501618,0.1233454692556634,0.1114796116504854,0.09810728155339807,0.09255809061488676,0.1050032362459547,0.1501122977346278,0.16735048543689318,0.16118203883495144,0.19093495145631068,0.03701116504854368,0.0,0.0,0.0,2018-09-19,590,77770412,0.7178082191780822
52,20180924T102019_20180924T102602_T32UPA,0.7560378640776698,0.05429482200647249,0.6512927184466021,0.46145889967637543,0.8040883495145629,0.7708608414239483,0.8339584142394822,0.8554432038834952,0.8694839805825243,0.8831262135922329,0.9008189320388349,0.8993483818770228,0.5755275080906149,0.0,0.0,1024.0,2018-09-24,590,77770412,0.7315068493150685
53,20180929T102021_20180929T102019_T32UPA,0.13112831715210355,0.005637378640776698,0.16204870550161812,0.1165715210355987,0.10519838187702263,0.0932383495145631,0.08714644012944983,0.10803203883495144,0.14681326860841426,0.16814207119741104,0.166457281553398,0.184352427184466,0.08336779935275081,0.0,0.0,0.0,2018-09-29,590,77770412,0.7452054794520548
54,20181004T102019_20181004T102018_T32UPA,0.13176747572815534,0.0007419093851132684,0.1257330097087378,0.08709223300970874,0.09792491909385112,0.08257233009708738,0.07449838187702265,0.08732200647249189,0.12080744336569578,0.134302427184466,0.13147508090614887,0.14746051779935276,0.044015372168284786,0.0,0.0,0.0,2018-10-04,590,77770412,0.7589041095890411
55,20181009T102021_20181009T102559_T32UPA,0.3852768608414239,0.1919440129449838,0.2543415857605177,0.22998737864077667,0.36837912621359215,0.34140663430420715,0.3447171521035599,0.3682367313915857,0.4122957928802589,0.4351048543689321,0.43322669902912614,0.4471012944983819,0.30690792880258905,0.0,0.0,1024.0,2018-10-09,590,77770412,0.7726027397260274
56,20181014T102019_20181014T102627_T32UPA,0.13301278317152107,0.001139320388349515,0.11405566343042067,0.08242977346278317,0.09818673139158578,0.07890242718446602,0.06858122977346276,0.0796766990291262,0.11074870550161811,0.13084886731391585,0.12303608414239482,0.13840291262135918,0.04417362459546926,0.0,0.0,0.0,2018-10-14,590,77770412,0.7863013698630137
57,20181019T102031_20181019T102029_T32UPA,0.5803551779935275,0.0025574433656957935,0.5892843042071197,0.4859943365695793,0.6138423948220064,0.5825922330097087,0.6276789644012946,0.6398823624595469,0.6558032362459547,0.6757016181229774,0.6631283171521034,0.6892896440129448,0.2553265372168285,0.0,0.0,1024.0,2018-10-19,590,77770412,0.8
58,20181024T102059_20181024T102428_T32UPA,0.3899901294498381,0.003362621359223301,0.21450566343042074,0.11478333333333333,0.36164644012944974,0.3253800970873786,0.33649255663430416,0.3366527508090615,0.36348495145631055,0.38404352750809057,0.3567648867313915,0.39332669902912615,0.11271860841423947,0.0,0.0,1024.0,2018-10-24,590,77770412,0.8136986301369863
59,20181029T102131_20181029T102131_T32UPA,0.54183284789644,0.1287697411003236,0.3619063106796116,0.31125436893203884,0.5112011326860841,0.44559110032362453,0.47724498381877023,0.4864506472491908,0.5069796116504854,0.5259035598705502,0.48876844660194174,0.5394218446601943,0.25707864077669895,0.0,0.0,1024.0,2018-10-29,590,77770412,0.8273972602739726
60,20181103T102159_20181103T102338_T32UPA,0.4234577669902912,0.02611941747572816,0.3470056634304208,0.2454839805825243,0.40559126213592245,0.3759294498381876,0.39545177993527497,0.4034813915857604,0.42796165048543694,0.4439021035598705,0.42348754045307446,0.45197847896440135,0.1922574433656958,0.0,0.0,1024.0,2018-11-03,590,77770412,0.8410958904109589
61,20181108T102231_20181108T102225_T32UPA,0.44453025889967634,0.002430906148867314,0.4352119741100323,0.3553150485436892,0.40143074433656956,0.3791529126213591,0.4182166666666666,0.43278317152103557,0.47325485436893205,0.5023161812297734,0.45079417475728145,0.5203153721682848,0.16777087378640773,0.0,0.0,1024.0,2018-11-08,590,77770412,0.8547945205479452
62,20181118T102311_20181118T102312_T32UPA,0.14812750809061484,0.0012064724919093853,0.09228042071197408,0.06749417475728156,0.11245679611650486,0.08489336569579288,0.07126925566343043,0.08088932038834952,0.10482265372168284,0.1156640776699029,0.10766213592233008,0.11965258899676376,0.05302588996763754,0.0,0.0,0.0,2018-11-18,590,77770412,0.8821917808219178
63,20181123T102339_20181123T102334_T32UPA,0.5247349514563107,0.002012297734627832,0.42266860841423953,0.3460491909385114,0.4919436893203882,0.42555987055016176,0.45506003236245945,0.4594585760517798,0.47626035598705485,0.4976857605177993,0.4694423948220064,0.5095351132686085,0.15394142394822008,0.0,0.0,1024.0,2018-11-23,590,77770412,0.8958904109589041
64,20181128T102351_20181128T102346_T32UPA,0.1928514563106796,0.01592022653721683,0.12346990291262135,0.0968836569579288,0.1503480582524272,0.11922718446601939,0.10966423948220064,0.1247160194174757,0.1593417475728155,0.17216860841423948,0.15741682847896438,0.18481488673139163,0.10578996763754042,0.0,0.0,2048.0,2018-11-28,590,77770412,0.9095890410958904
65,20181203T102359_20181203T102604_T32UPA,0.8355396440129449,0.008133818770226536,0.16109449838187703,0.11943025889967636,0.8104300970873786,0.7391503236245954,0.8117077669902911,0.8228590614886729,0.8435870550161811,0.8759906148867312,0.8066160194174755,0.8897593851132685,0.3798661812297734,0.0,0.0,621.3592233009707,2018-12-03,590,77770412,0.9232876712328767
66,20181208T102401_20181208T102407_T32UPA,0.6635996763754046,0.030425404530744334,0.3480328478964401,0.29427346278317146,0.6387833333333333,0.5639592233009708,0.6150690938511326,0.6311205501618123,0.6411718446601941,0.6528299352750807,0.6318367313915858,0.6561056634304206,0.34303462783171523,0.0,0.0,1024.0,2018-12-08,590,77770412,0.936986301369863
67,20181213T102419_20181213T102422_T32UPA,0.497522491909385,0.013906148867313915,0.5359983818770226,0.47256844660194175,0.4824215210355986,0.4273174757281553,0.47499061488673133,0.5006961165048543,0.5232160194174756,0.5378535598705502,0.5585635922330097,0.554915210355987,0.3384611650485436,0.0,0.0,1024.0,2018-12-13,590,77770412,0.9506849315068493
68,20181218T102431_20181218T102426_T32UPA,0.2825519417475728,0.02782459546925567,0.21357394822006467,0.18841245954692554,0.2245503236245954,0.18744870550161807,0.18880825242718446,0.2137145631067961,0.26529514563106793,0.2885401294498381,0.2572257281553398,0.3079156957928802,0.1404752427184466,0.0,0.0,1024.0,2018-12-18,590,77770412,0.9643835616438357
69,20181223T102429_20181223T102536_T32UPA,0.5016113268608414,0.1544618122977346,0.2611111650485437,0.23676699029126208,0.4716202265372168,0.41206440129449834,0.4387880258899676,0.4504187702265372,0.4684613268608415,0.48086537216828484,0.466643851132686,0.48559935275080907,0.3026941747572815,0.0,0.0,1024.0,2018-12-23,590,77770412,0.9780821917808219
70,20181228T102431_20181228T102427_T32UPA,0.1776291262135922,0.001422491909385113,0.04506569579288026,0.02852815533980582,0.1319370550161812,0.08964126213592233,0.0694640776699029,0.07079822006472494,0.08560938511326859,0.08608398058252428,0.08185744336569577,0.09022896440129448,0.04437928802588995,0.0,0.0,0.0,2018-12-28,590,77770412,0.9917808219178083
