,Unnamed: 0,Unnamed: 0.1,B1,B10,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,doa,label,id,t
10,10,20180221T102031_20180221T102033_T32UPA,0.15215395683453242,0.0021539568345323745,0.17355287769784175,0.09294856115107913,0.11592014388489211,0.10358489208633094,0.08350251798561154,0.14374856115107917,0.25638884892086333,0.29365647482014395,0.3079964028776979,0.3333525179856116,0.1767223021582734,0.0,0.0,0.0,2018-02-21,841,78251661,0.14246575342465753
11,11,20180226T102019_20180226T102050_T32UPA,0.16595359712230218,0.012885611510791371,0.2620169064748202,0.17316294964028775,0.1326248201438849,0.1140773381294964,0.10935935251798563,0.16147805755395686,0.259219784172662,0.2975125899280576,0.31481007194244615,0.3475723021582734,0.22361043165467628,0.0,0.0,0.0,2018-02-26,841,78251661,0.15616438356164383
12,12,20180303T102021_20180303T102019_T32UPA,0.6104593525179856,0.0063057553956834544,0.49578129496402884,0.4262874100719425,0.5619546762589929,0.5112719424460432,0.5685435251798561,0.5930478417266187,0.6196500000000001,0.6409784172661873,0.5910028776978419,0.6547568345323743,0.3121597122302159,0.0,0.0,1024.0,2018-03-03,841,78251661,0.16986301369863013
13,13,20180308T102019_20180308T102241_T32UPA,0.6249262589928056,0.015864388489208636,0.41033489208633095,0.2916794964028777,0.6159251798561153,0.5651561151079137,0.6141352517985612,0.6283097122302158,0.6448823741007196,0.6658733812949641,0.6533241007194246,0.6803956834532374,0.30174892086330934,0.0,0.0,1024.0,2018-03-08,841,78251661,0.18356164383561643
14,14,20180313T102021_20180313T102540_T32UPA,0.7508870503597121,0.011672661870503597,0.43734316546762597,0.31674892086330936,0.7033284172661873,0.6362223021582735,0.6865154676258993,0.7037302158273383,0.725738129496403,0.75518309352518,0.7169766187050363,0.7785654676258994,0.3424902877697842,0.0,0.0,1024.0,2018-03-13,841,78251661,0.19726027397260273
15,15,20180318T102019_20180318T102016_T32UPA,0.6340334532374101,0.15046762589928064,0.29671079136690653,0.2927219424460432,0.614721582733813,0.5614176258992807,0.6065669064748203,0.6277136690647483,0.6529111510791369,0.6709651079136693,0.6581338129496405,0.6819449640287771,0.43204064748201454,0.0,0.0,1024.0,2018-03-18,841,78251661,0.21095890410958903
16,16,20180323T102021_20180323T102021_T32UPA,0.7337809352517985,0.02006978417266188,0.5367978417266188,0.39100863309352524,0.7076593525179856,0.6540978417266187,0.7097093525179856,0.7280147482014387,0.7448158273381298,0.7667992805755397,0.7398302158273383,0.7747741007194248,0.4458625899280576,0.0,0.0,1024.0,2018-03-23,841,78251661,0.22465753424657534
17,17,20180328T102019_20180328T102018_T32UPA,0.8534989208633095,0.051823021582733816,0.4930845323741009,0.3594197841726619,0.8417161870503599,0.7843629496402879,0.8514953237410073,0.8542510791366907,0.8728057553956837,0.9067758992805756,0.8635971223021585,0.9260697841726623,0.36061978417266194,0.0,0.0,1024.0,2018-03-28,841,78251661,0.23835616438356164
18,18,20180402T102021_20180402T102435_T32UPA,0.6028859712230217,0.003851438848920864,0.5697546762589929,0.48722086330935266,0.580061870503597,0.5457798561151079,0.5910388489208634,0.6124615107913671,0.6427766187050363,0.6720550359712232,0.6419611510791368,0.6895323741007195,0.3352129496402878,0.0,0.0,1024.0,2018-04-02,841,78251661,0.25205479452054796
19,19,20180407T102019_20180407T102020_T32UPA,0.11799316546762592,0.004174820143884893,0.22181690647482016,0.12267841726618706,0.09014280575539567,0.08890575539568346,0.07066294964028777,0.12716798561151083,0.25105000000000005,0.29430827338129495,0.30680179856115114,0.32892985611510805,0.17827697841726625,0.0,0.0,0.0,2018-04-07,841,78251661,0.26575342465753427
20,20,20180412T102021_20180412T102024_T32UPA,0.1444377697841727,0.020925899280575543,0.17871079136690646,0.10323848920863311,0.1152017985611511,0.10738776978417268,0.08536978417266188,0.13020503597122307,0.2601294964028777,0.3061284172661871,0.29716079136690654,0.33057410071942445,0.11614820143884892,0.0,0.0,2048.0,2018-04-12,841,78251661,0.27945205479452057
21,21,20180417T102019_20180417T102021_T32UPA,0.1360151079136691,0.0012744604316546767,0.19392374100719428,0.08780215827338131,0.10319712230215829,0.10048453237410072,0.06193633093525183,0.12038057553956835,0.3255730215827339,0.40093884892086334,0.40021474820143893,0.44380323741007205,0.12487625899280577,0.0,0.0,0.0,2018-04-17,841,78251661,0.29315068493150687
22,22,20180422T102031_20180422T102115_T32UPA,0.16056258992805758,0.005415107913669065,0.15998165467625908,0.0831679856115108,0.14877553956834536,0.13491690647482016,0.11446187050359716,0.1361881294964029,0.2581906474820145,0.3058269784172662,0.31785827338129496,0.3247273381294965,0.07845611510791368,0.0,0.0,0.0,2018-04-22,841,78251661,0.30684931506849317
23,23,20180427T102019_20180427T102022_T32UPA,0.134976618705036,0.01398561151079137,0.23523201438848929,0.15631438848920867,0.11996834532374105,0.1281312949640288,0.12215647482014388,0.16370215827338133,0.2921194244604317,0.3405356115107914,0.34541798561151094,0.3718161870503598,0.14723956834532376,0.0,0.0,2048.0,2018-04-27,841,78251661,0.32054794520547947
24,24,20180502T102031_20180502T102434_T32UPA,0.23069604316546766,0.04556223021582734,0.21027122302158277,0.15096834532374107,0.19991043165467626,0.1951320143884893,0.18621115107913672,0.22000287769784174,0.34901366906474823,0.40994460431654683,0.3873258992805757,0.43399676258992814,0.17626582733812954,0.0,0.0,2048.0,2018-05-02,841,78251661,0.33424657534246577
25,25,20180507T102019_20180507T102648_T32UPA,0.12107050359712232,0.0013000000000000002,0.24655179856115111,0.16555827338129503,0.11181330935251801,0.12093992805755395,0.12083920863309353,0.158963309352518,0.28765719424460434,0.33950647482014396,0.34090719424460436,0.36700971223021583,0.14958669064748206,0.0,0.0,0.0,2018-05-07,841,78251661,0.34794520547945207
26,26,20180512T102031_20180512T102148_T32UPA,0.1368334532374101,0.0013974820143884896,0.2663420863309353,0.17466294964028783,0.12207410071942448,0.1277201438848921,0.12982050359712233,0.15985719424460434,0.28617230215827344,0.3340438848920863,0.3288302158273382,0.3711428057553957,0.09874136690647485,0.0,0.0,0.0,2018-05-12,841,78251661,0.36164383561643837
27,27,20180517T102019_20180517T102209_T32UPA,0.4474424460431656,0.029715467625899283,0.25325431654676267,0.20930035971223024,0.42674568345323755,0.38924892086330937,0.40329856115107926,0.4040543165467626,0.4404744604316548,0.4706007194244605,0.44127374100719446,0.4816302158273382,0.16913848920863309,0.0,0.0,1024.0,2018-05-17,841,78251661,0.37534246575342467
28,28,20180522T102031_20180522T102025_T32UPA,0.19441294964028774,0.0028636690647482026,0.17799280575539567,0.12269352517985616,0.12911079136690648,0.12487697841726621,0.12291402877697842,0.14485035971223023,0.23211366906474828,0.27984892086330937,0.23131618705035978,0.303834892086331,0.10512374100719427,0.0,0.0,0.0,2018-05-22,841,78251661,0.38904109589041097
29,29,20180601T102021_20180601T102024_T32UPA,0.8281874100719426,0.0037057553956834533,0.7001730215827339,0.5337424460431656,0.8495654676258994,0.8295269784172663,0.8980543165467627,0.8921967625899283,0.9285453237410076,0.9746967625899281,0.913241726618705,1.004434892086331,0.28919892086330934,0.0,0.0,1024.0,2018-06-01,841,78251661,0.41643835616438357
30,30,20180606T102019_20180606T102512_T32UPA,0.13596294964028777,0.001223021582733813,0.31449208633093534,0.21075251798561162,0.12066798561151082,0.12369100719424464,0.1370906474820144,0.16621366906474822,0.23519568345323744,0.27501690647482013,0.2687107913669065,0.3059521582733813,0.07661510791366907,0.0,0.0,0.0,2018-06-06,841,78251661,0.4301369863013699
31,31,20180611T102021_20180611T102634_T32UPA,0.9647643884892089,0.5809248201438849,0.27100323741007204,0.3170751798561151,0.9356467625899283,0.8908899280575541,0.932188129496403,0.9553345323741009,0.9621928057553958,0.9735823741007195,0.9623942446043168,0.9677302158273382,0.9236223021582736,0.0,0.0,1024.0,2018-06-11,841,78251661,0.4438356164383562
32,32,20180616T102019_20180616T102021_T32UPA,0.678388129496403,0.02225251798561152,0.5380129496402878,0.4138928057553957,0.6489517985611513,0.6174043165467628,0.6574669064748202,0.6715859712230218,0.7048910071942446,0.7358284172661873,0.7089007194244606,0.7522169064748203,0.4091021582733813,0.0,0.0,1024.0,2018-06-16,841,78251661,0.4575342465753425
33,33,20180621T102021_20180621T102316_T32UPA,0.19913884892086328,0.049684892086330944,0.2128107913669065,0.1443021582733813,0.193189928057554,0.17531438848920866,0.16191510791366917,0.18935827338129504,0.2894464028776979,0.3347521582733813,0.3315438848920864,0.3590809352517985,0.14647266187050367,0.0,0.0,2048.0,2018-06-21,841,78251661,0.4712328767123288
34,34,20180626T102019_20180626T102626_T32UPA,0.7644557553956837,0.00247410071942446,0.5158237410071944,0.33573165467625893,0.7437917266187052,0.7032827338129497,0.7446852517985612,0.741356474820144,0.7617755395683455,0.793524820143885,0.7548021582733814,0.8070971223021585,0.2985125899280576,0.0,0.0,1024.0,2018-06-26,841,78251661,0.4849315068493151
35,35,20180701T102021_20180701T102404_T32UPA,0.12179748201438852,0.0014,0.2705248201438849,0.16088453237410075,0.10037338129496404,0.10563453237410074,0.09829208633093524,0.14381726618705037,0.2761737410071943,0.32177122302158284,0.3236330935251799,0.34748309352517986,0.13357805755395682,0.0,0.0,0.0,2018-07-01,841,78251661,0.4986301369863014
36,36,20180706T102019_20180706T102022_T32UPA,0.14046007194244606,0.0013744604316546767,0.2832374100719425,0.15728345323741008,0.11411151079136694,0.11259100719424464,0.10236043165467627,0.14250395683453243,0.2815061151079137,0.3441625899280576,0.3392104316546763,0.38073201438848936,0.07719712230215828,0.0,0.0,0.0,2018-07-06,841,78251661,0.5123287671232877
37,37,20180711T102021_20180711T102024_T32UPA,0.7212701438848923,0.011521223021582734,0.48843417266187056,0.363811510791367,0.7048575539568345,0.6552431654676258,0.6932636690647481,0.7041161870503597,0.7314974820143886,0.7587410071942449,0.7491302158273383,0.7730388489208635,0.41454388489208643,0.0,0.0,1024.0,2018-07-11,841,78251661,0.5260273972602739
38,38,20180716T102019_20180716T102549_T32UPA,0.5562758992805756,0.018264388489208642,0.44811834532374106,0.38326690647482015,0.5229230215827338,0.49589784172661877,0.5237802158273384,0.5333496402877698,0.5612057553956834,0.5891924460431657,0.5606625899280577,0.601948201438849,0.3021366906474821,0.0,0.0,1024.0,2018-07-16,841,78251661,0.5397260273972603
39,39,20180721T102021_20180721T102024_T32UPA,0.9103500000000002,0.1940125899280576,0.2555582733812949,0.26115539568345325,0.8875514388489208,0.8375877697841727,0.8835884892086333,0.8926269784172662,0.8990773381294965,0.9171147482014391,0.8921823741007197,0.9137989208633097,0.635089928057554,0.0,0.0,1024.0,2018-07-21,841,78251661,0.5534246575342465
40,40,20180726T102019_20180726T102150_T32UPA,0.12871007194244605,0.0011284172661870505,0.3050104316546763,0.19971294964028785,0.11363453237410077,0.11678273381294965,0.12759748201438853,0.14904604316546766,0.22211906474820145,0.2624823741007195,0.2611838129496403,0.2956773381294964,0.0717017985611511,0.0,0.0,0.0,2018-07-26,841,78251661,0.5671232876712329
41,41,20180731T102021_20180731T102024_T32UPA,0.1239244604316547,0.0009028776978417269,0.045203597122302173,0.0242726618705036,0.09306834532374104,0.0714402877697842,0.05438057553956836,0.05421870503597123,0.07527410071942447,0.08263669064748203,0.07280755395683453,0.08238093525179857,0.014835971223021585,0.0,0.0,0.0,2018-07-31,841,78251661,0.5808219178082191
42,42,20180805T102019_20180805T102019_T32UPA,0.20363992805755401,0.00131726618705036,0.20176079136690647,0.1206834532374101,0.20919856115107918,0.1691888489208633,0.1508471223021583,0.15331151079136696,0.19196582733812953,0.2145561151079137,0.2516032374100719,0.22185827338129502,0.06070467625899281,0.0,0.0,0.0,2018-08-05,841,78251661,0.5945205479452055
43,43,20180810T102021_20180810T102023_T32UPA,0.32006510791366916,0.01184640287769784,0.3117964028776979,0.24937014388489212,0.34337697841726617,0.31756834532374106,0.3038205035971223,0.30516978417266194,0.3402866906474821,0.367003237410072,0.3988705035971224,0.3857669064748202,0.19246870503597122,0.0,0.0,1024.0,2018-08-10,841,78251661,0.6082191780821918
44,44,20180815T102019_20180815T102017_T32UPA,0.5240100719424462,0.0024000000000000002,0.29889244604316556,0.18985287769784176,0.4941071942446044,0.45643345323741014,0.46759640287769794,0.4600248201438849,0.48136726618705045,0.5080341726618707,0.46814748201438855,0.5146744604316548,0.15931187050359713,0.0,0.0,1024.0,2018-08-15,841,78251661,0.6219178082191781
45,45,20180820T102021_20180820T102358_T32UPA,0.14211762589928056,0.0015715827338129496,0.3178992805755396,0.2056219424460432,0.12426510791366907,0.12316151079136695,0.13939208633093525,0.15791510791366908,0.21579892086330937,0.2522241007194245,0.2451471223021583,0.2834406474820145,0.05502482014388489,0.0,0.0,0.0,2018-08-20,841,78251661,0.6356164383561644
46,46,20180825T102019_20180825T102015_T32UPA,0.6717798561151079,0.10791618705035974,0.33137733812949643,0.30226438848920867,0.6663611510791367,0.6293902877697843,0.6648176258992807,0.6637280575539569,0.6752244604316546,0.6952705035971226,0.6858776978417266,0.7024992805755398,0.3999546762589928,0.0,0.0,1024.0,2018-08-25,841,78251661,0.6493150684931507
47,47,20180830T102021_20180830T102524_T32UPA,0.8663104316546762,0.03103093525179856,0.6186737410071945,0.49427985611510794,0.8581388489208633,0.8111787769784173,0.8607438848920865,0.8582597122302159,0.8737723021582734,0.8998269784172664,0.8646974820143886,0.9073913669064749,0.4154794964028778,0.0,0.0,1024.0,2018-08-30,841,78251661,0.663013698630137
48,48,20180904T102019_20180904T102014_T32UPA,0.155176618705036,0.0011460431654676262,0.2857330935251799,0.18012733812949647,0.12903453237410076,0.11446187050359713,0.11213776978417268,0.13096582733812948,0.19542625899280577,0.23221474820143886,0.22327158273381298,0.2620334532374101,0.04359352517985612,0.0,0.0,0.0,2018-09-04,841,78251661,0.6767123287671233
49,49,20180909T102021_20180909T102205_T32UPA,0.2951701438848921,0.030617266187050362,0.20957769784172667,0.17057446043165467,0.2702374100719425,0.2515107913669065,0.2557208633093525,0.272989928057554,0.3275255395683454,0.3543161870503598,0.34127014388489213,0.37141726618705045,0.17705143884892086,0.0,0.0,2048.0,2018-09-09,841,78251661,0.6904109589041096
50,50,20180914T102019_20180914T102014_T32UPA,0.2351802158273382,0.0018974820143884891,0.25382410071942446,0.19360647482014387,0.22141115107913675,0.1956780575539568,0.19493129496402886,0.1985169064748201,0.22987410071942452,0.251334892086331,0.24819532374100722,0.2620053956834532,0.06853884892086332,0.0,0.0,1024.0,2018-09-14,841,78251661,0.7041095890410959
51,51,20180919T102021_20180919T102018_T32UPA,0.14191834532374106,0.0010435251798561153,0.2924100719424461,0.1896093525179856,0.12014280575539572,0.11583381294964025,0.1240723021582734,0.14338417266187053,0.2005417266187051,0.2314503597122302,0.22226834532374107,0.2582381294964029,0.04439424460431656,0.0,0.0,0.0,2018-09-19,841,78251661,0.7178082191780822
52,52,20180924T102019_20180924T102602_T32UPA,0.18453345323741008,0.0028410071942446043,0.0709517985611511,0.04904676258992807,0.15131798561151083,0.12016043165467627,0.1073611510791367,0.11161438848920867,0.13073453237410076,0.14347769784172665,0.13111330935251803,0.14276330935251802,0.053141366906474835,0.0,0.0,0.0,2018-09-24,841,78251661,0.7315068493150685
53,53,20180929T102021_20180929T102019_T32UPA,0.1400003597122302,0.006648561151079139,0.28228381294964033,0.19633165467625907,0.12025935251798563,0.1176492805755396,0.12477050359712233,0.15256187050359712,0.22205251798561154,0.24730503597122303,0.2479701438848921,0.2749525179856116,0.11195899280575541,0.0,0.0,0.0,2018-09-29,841,78251661,0.7452054794520548
54,54,20181004T102019_20181004T102018_T32UPA,0.13924784172661872,0.0010510791366906476,0.2785428057553957,0.1832122302158274,0.11462769784172666,0.10972266187050361,0.1114856115107914,0.1405474820143885,0.2104964028776979,0.2445406474820144,0.23887949640287773,0.2718636690647483,0.06366366906474819,0.0,0.0,0.0,2018-10-04,841,78251661,0.7589041095890411
55,55,20181009T102021_20181009T102559_T32UPA,0.3305176258992806,0.1325744604316547,0.25706834532374107,0.21676726618705044,0.3034356115107914,0.2808187050359713,0.28645359712230223,0.31103776978417275,0.36970719424460435,0.39931690647482015,0.3871446043165469,0.41864064748201457,0.2513082733812949,0.0,0.0,1024.0,2018-10-09,841,78251661,0.7726027397260274
56,56,20181014T102019_20181014T102627_T32UPA,0.1441237410071943,0.0014766187050359713,0.2992482014388489,0.2005161870503597,0.11991654676258993,0.11452446043165469,0.12173956834532376,0.14636618705035975,0.21018848920863317,0.24477661870503603,0.2411017985611511,0.2729147482014389,0.07018776978417267,0.0,0.0,0.0,2018-10-14,841,78251661,0.7863013698630137
57,57,20181019T102031_20181019T102029_T32UPA,0.4551435251798561,0.0022586330935251797,0.44573848920863324,0.38223920863309363,0.4438996402877698,0.41427769784172663,0.44545935251798574,0.4540888489208635,0.48244316546762595,0.49822374100719446,0.4623258992805756,0.5105025179856115,0.19544892086330937,0.0,0.0,1024.0,2018-10-19,841,78251661,0.8
58,58,20181024T102059_20181024T102428_T32UPA,0.14676654676258993,0.0008489208633093526,0.057257553956834524,0.03319964028776979,0.10302589928057553,0.07040827338129496,0.051183093525179864,0.05261474820143884,0.06778453237410072,0.07714820143884893,0.06720503597122304,0.08086906474820145,0.022615107913669066,0.0,0.0,0.0,2018-10-24,841,78251661,0.8136986301369863
59,59,20181029T102131_20181029T102131_T32UPA,0.5457928057553958,0.06165071942446046,0.3899276978417266,0.3271654676258993,0.5236755395683453,0.47579532374100736,0.5100276978417267,0.5114352517985613,0.5378920863309353,0.5661906474820145,0.5246571942446044,0.5770895683453239,0.2062758992805756,0.0,0.0,1024.0,2018-10-29,841,78251661,0.8273972602739726
60,60,20181103T102159_20181103T102338_T32UPA,0.4462920863309353,0.02699460431654676,0.29728561151079136,0.19676151079136692,0.41017517985611524,0.3684190647482015,0.37569496402877706,0.3808474820143885,0.4051330935251799,0.42034208633093534,0.409611510791367,0.4331971223021584,0.20002050359712234,0.0,0.0,1024.0,2018-11-03,841,78251661,0.8410958904109589
61,61,20181108T102231_20181108T102225_T32UPA,0.5181017985611512,0.0208863309352518,0.3972363309352519,0.3043852517985612,0.49823597122302166,0.45810287769784164,0.4851410071942447,0.4967802158273382,0.5225920863309353,0.5448812949640289,0.5188039568345325,0.5592212230215828,0.2556377697841727,0.0,0.0,1024.0,2018-11-08,841,78251661,0.8547945205479452
62,62,20181118T102311_20181118T102312_T32UPA,0.15898021582733815,0.0020769784172661875,0.2705992805755396,0.18536762589928066,0.12772482014388492,0.11179172661870503,0.11214172661870503,0.14345755395683457,0.2099262589928058,0.23755071942446054,0.2365428057553957,0.2642169064748202,0.10684460431654677,0.0,0.0,0.0,2018-11-18,841,78251661,0.8821917808219178
63,63,20181123T102339_20181123T102334_T32UPA,0.47673417266187057,0.0022460431654676267,0.42512985611510795,0.36476438848920867,0.4410446043165468,0.38211294964028786,0.4108187050359713,0.4143107913669065,0.43503848920863314,0.4559712230215827,0.4258676258992807,0.468281654676259,0.142681654676259,0.0,0.0,1024.0,2018-11-23,841,78251661,0.8958904109589041
64,64,20181128T102351_20181128T102346_T32UPA,0.1785406474820144,0.008316187050359714,0.19967014388489213,0.13540683453237415,0.14705539568345327,0.11610503597122307,0.10887769784172666,0.13179316546762593,0.1822838129496403,0.20274352517985617,0.20535431654676267,0.2221446043165468,0.10216007194244604,0.0,0.0,0.0,2018-11-28,841,78251661,0.9095890410958904
65,65,20181203T102359_20181203T102604_T32UPA,0.3550097122302159,0.0019791366906474826,0.30132230215827344,0.21995827338129495,0.36024460431654676,0.3164485611510792,0.34108884892086333,0.3441974820143885,0.3753118705035972,0.4002010791366907,0.3749723021582735,0.41385287769784185,0.08563812949640288,0.0,0.0,1024.0,2018-12-03,841,78251661,0.9232876712328767
66,66,20181208T102401_20181208T102407_T32UPA,0.5745334532374101,0.12800719424460436,0.4202705035971224,0.29436402877697837,0.6587435251798562,0.5935100719424461,0.6376316546762592,0.6527075539568344,0.6510661870503598,0.6418323741007194,0.7175834532374101,0.6233374100719428,0.3751856115107914,0.0,0.0,1024.0,2018-12-08,841,78251661,0.936986301369863
67,67,20181213T102419_20181213T102422_T32UPA,0.8105388489208635,0.026976618705035975,1.0250482014388491,0.9688870503597123,0.819591366906475,0.7936669064748202,0.9616838129496402,1.0221187050359715,1.0630223021582736,1.0999197841726622,1.0058010791366907,1.1441762589928057,0.6600392086330938,0.0,0.0,1024.0,2018-12-13,841,78251661,0.9506849315068493
68,68,20181218T102431_20181218T102426_T32UPA,0.3934960431654677,0.01003237410071943,0.21487769784172667,0.17344964028776982,0.32831618705035975,0.2691147482014389,0.2670021582733813,0.2729428057553957,0.2877388489208633,0.29631330935251815,0.2663881294964029,0.2992284172661871,0.13737374100719424,0.0,0.0,1024.0,2018-12-18,841,78251661,0.9643835616438357
69,69,20181223T102429_20181223T102536_T32UPA,0.4711205035971223,0.15112410071942448,0.24183992805755397,0.22055863309352522,0.4409233812949641,0.3873935251798561,0.41565,0.43363345323741015,0.4556895683453239,0.46647338129496413,0.4549071942446044,0.4741453237410074,0.32068165467625903,0.0,0.0,1024.0,2018-12-23,841,78251661,0.9780821917808219
70,70,20181228T102431_20181228T102427_T32UPA,0.4669035971223022,0.0032748201438848926,0.52618309352518,0.43599820143884893,0.45556294964028776,0.41662985611510794,0.47373884892086326,0.49273093525179884,0.525839568345324,0.5496978417266187,0.5206143884892087,0.5750161870503597,0.17304712230215827,0.0,0.0,1024.0,2018-12-28,841,78251661,0.9917808219178083
